id,pedido_disur,pedido_exfarma,requisicion,lote,clave,descripcion,marca_disur,marca_exfarma,unidad,cantidad,precio_disur,precio_exfarma,tipo,cause
103,P-16-0001,P-16-0005,299,103,010.000.1093.00,"DANAZOL CÁPSULA O COMPRIMIDO. Cada cÁpsula o comprimido contiene: Danazol 100 mg. Envase con 50 cÁpsulas o comprimidos.",GENERICO,GENERICO,Envase,1,88.64,88.64,1,1
104,P-16-0001,P-16-0005,299,104,010.000.1095.00,"CALCITRIOL CÁPSULA DE GELATINA BLANDA. Cada cÁpsula contiene: Calcitriol 0.25 4g. Envase con 50 cÁpsulas.",GENERICO,GENERICO,Envase,1,11.27,11.27,1,1
105,P-16-0001,P-16-0005,299,105,010.000.1096.00,"BROMOCRIPTINA TABLETA. Cada tableta contiene: Mesilato de bromocriptina equivalente a 2.5 mg. de bromocriptina. Envase con 14 tabletas.",GENERICO,GENERICO,Envase,1,13.57,13.57,1,1
106,P-16-0001,P-16-0005,299,106,010.000.1098.00,"VITAMINAS A, C, D SOLUCIÓN. Cada ml. contiene: Palmitato de Retinol 7000 a 9000 UI Ácido ascÓrbico 80 a 125 mg. colecalciferol 1400 a 1800 UI. Envase con 15 ml.",GENERICO,GENERICO,Envase,1,10.00,10.00,1,1
107,P-16-0001,P-16-0005,299,107,010.000.1206.00,"BUTILHIOSCINA GRAGEA O TABLETA. Cada gragea o tableta contiene: Bromuro de butilhioscina 10 mg. Envase con 10 grageas o tabletas.",GENERICO,GENERICO,Envase,1,9.00,9.00,1,1
108,P-16-0001,P-16-0005,299,108,010.000.1207.00,"BUTILHIOSCINA SOLUCIÓN INYECTABLE. Cada ampolleta contiene: Bromuro de butilhioscina 20 mg. Envase con 3 ampolletas de 1 ml.",GENERICO,GENERICO,Envase,1,4.09,4.09,1,1
109,P-16-0001,P-16-0005,299,109,010.000.1223.00,"ALUMINIO Y MAGNESIO TABLETA MASTICABLE. Cada tableta masticable contiene: HidrÓxido de aluminio 200 mg. HidrÓxido de magnesio 200 mg. o trisilicato de",GENERICO,GENERICO,Envase,1,15.79,15.79,1,1
110,P-16-0001,P-16-0005,299,110,010.000.1224.00,"ALUMINIO Y MAGNESIO SUSPENSIÓN ORAL. Cada 100 ml. contienen: HidrÓxido de aluminio 3.7 g. HidrÓxido de magnesio 4.0 g. o trisilicato de magnesio: 8.9 g. Envase",GENERICO,GENERICO,Envase,1,10.71,10.71,1,1
111,P-16-0001,P-16-0005,299,111,010.000.1233.00,"RANITIDINA GRAGEA O TABLETA. Cada gragea o tableta contiene: Clorhidrato de ranitidina equivalente a 150 mg. de ranitidina. Envase con 20 grageas o tabletas.",GENERICO,GENERICO,Envase,1,2.98,2.98,1,1
112,P-16-0001,P-16-0005,299,112,010.000.1234.00,"RANITIDINA SOLUCIÓN INYECTABLE. Cada ampolleta contiene: Clorhidrato de ranitidina equivalente a 50 mg. de ranitidina. Envase con 5 ampolletas de 2 ml.",GENERICO,GENERICO,Envase,1,5.16,5.16,1,1
113,P-16-0001,P-16-0005,299,113,010.000.1234.01,"RANITIDINA SOLUCIÓN INYECTABLE. Cada ampolleta contiene: Clorhidrato de ranitidina equivalente a 50 mg. de ranitidina. Envase con 5 ampolletas de 5 ml.",GENERICO,GENERICO,Envase,1,4.88,4.88,1,1
114,P-16-0001,P-16-0005,299,114,010.000.1241.00,"METOCLOPRAMIDA SOLUCIÓN INYECTABLE. Cada ampolleta contiene: Clorhidrato de metoclopramida 10 mg. Envase con 6 ampolletas de 2 ml.",GENERICO,GENERICO,Envase,1,6.12,6.12,1,1
115,P-16-0001,P-16-0005,299,115,010.000.1242.00,"METOCLOPRAMIDA TABLETA. Cada tableta contiene: Clorhidrato de metoclopramida 10 mg. Envase con 20 tabletas.",GENERICO,GENERICO,Envase,1,2.37,2.37,1,1
116,P-16-0001,P-16-0005,299,116,010.000.1243.00,"METOCLOPRAMIDA SOLUCIÓN. Cada ml. contiene: Clorhidrato de metoclopramida 4 mg. Envase frasco gotero con 20 ml.",GENERICO,GENERICO,Envase,1,6.29,6.29,1,1
117,P-16-0001,P-16-0005,299,117,010.000.1263.00,"BISMUTO SUSPENSIÓN ORAL. Cada 100 ml. contienen: Subsalicilato de bismuto 1.750 g. Envase con 240 ml.",GENERICO,GENERICO,Envase,1,19.28,19.28,1,1
118,P-16-0001,P-16-0005,299,118,010.000.1270.00,"SENÓSIDOS A Y B SOLUCIÓN ORAL. Cada 100 ml. contienen: Concentrado de SenÓsidos equivalente a 200 mg. de senÓsidos A y B. Envase con 75 ml.",GENERICO,GENERICO,Envase,1,70.08,70.08,1,1
119,P-16-0001,P-16-0005,299,119,010.000.1271.00,"PLÁNTAGO PSYLLIUM POLVO. Cada 100 g. contienen: Polvo de cÁscara de semilla de plÁntago psyllium 49.7 g. Envase con 400 g.",GENERICO,GENERICO,Envase,1,31.02,31.02,1,1
120,P-16-0001,P-16-0005,299,120,010.000.1272.00,"SENÓSIDOS A Y B TABLETA. Cada tableta contiene: Concentrados de SenÓsidos desecados 187 mg. (normalizado a 8.6 mg. de senÓsidos A-B). Envase con 20",GENERICO,GENERICO,Envase,1,4.76,4.76,1,1
121,P-16-0001,P-16-0005,299,121,010.000.1308.00,"METRONIDAZOL TABLETA. Cada tableta contiene: Metronidazol 500 mg. Envase con 20 tabletas.",GENERICO,GENERICO,Envase,1,3.19,3.19,1,1
122,P-16-0001,P-16-0005,299,122,010.000.1308.01,"METRONIDAZOL TABLETA. Cada tableta contiene: Metronidazol 500 mg. Envase con 30 tabletas.",GENERICO,GENERICO,Envase,1,4.79,4.79,1,1
123,P-16-0001,P-16-0005,299,123,010.000.1309.00,"METRONIDAZOL SOLUCIÓN INYECTABLE. Cada ampolleta o frasco Ámpula contiene: Metronidazol 200 mg. Envase con 2 ampolletas o frascos Ámpula con 10 ml.",GENERICO,GENERICO,Envase,1,22.11,22.11,1,1
124,P-16-0001,P-16-0005,299,124,010.000.1310.00,"METRONIDAZOL SUSPENSIÓN ORAL. Cada 5 ml. contienen: Benzoilo de metronidazol equivalente a 250 mg. de metronidazol. Envase con 120 ml. y dosificador.",GENERICO,GENERICO,Envase,1,5.30,5.30,1,1
125,P-16-0001,P-16-0005,299,125,010.000.1311.00,"METRONIDAZOL SOLUCIÓN INYECTABLE. Cada 100 ml. contienen: Metronidazol 500 mg. Envase con 100 ml.",GENERICO,GENERICO,Envase,1,8.31,8.31,1,1
126,P-16-0001,P-16-0005,299,126,010.000.1344.00,"ALBENDAZOL TABLETA. Cada tableta contiene: Albendazol 200 mg. Envase con 2 tabletas.",GENERICO,GENERICO,Envase,1,1.32,1.32,1,1
127,P-16-0001,P-16-0005,299,127,010.000.1345.00,"ALBENDAZOL SUSPENSIÓN ORAL. Cada frasco contiene: Albendazol 400 mg. Envase con 20 ml.",GENERICO,GENERICO,Envase,1,2.21,2.21,1,1
128,P-16-0001,P-16-0005,299,128,010.000.1347.00,"ALBENDAZOL TABLETA. Cada tableta contiene: Albendazol 200 mg. Envase con 100 tabletas.",GENERICO,GENERICO,Envase,1,23.47,23.47,1,1
129,P-16-0001,P-16-0005,299,129,010.000.1363.00,"LIDOCAÍNA - HIDROCORTISONA UNGU¨ENTO. Cada 100 gramos contiene: LidocaÍna 5 g. Acetato de Hidrocortisona 0.25 g. Subacetato de Aluminio 3.50 g.",GENERICO,GENERICO,Envase,1,8.87,8.87,1,1
130,P-16-0001,P-16-0005,299,130,010.000.1364.00,"LIDOCAÍNA - HIDROCORTISONA SUPOSITORIO. Cada supositorio contiene: LidocaÍna 60 mg. Acetato de Hidrocortisona 5 mg. Óxido de Zinc 400 mg. Subacetato",GENERICO,GENERICO,Envase,1,19.54,19.54,1,1
131,P-16-0001,P-16-0005,299,131,010.000.1489.00,"ESTRÓGENOS CONJUGADOS GRAGEA O TABLETA. Cada gragea o tableta contiene: EstrÓgenos conjugados de origen Vegetal 0.625 mg. Envase con 42 grageas o",GENERICO,GENERICO,Envase,1,367.20,367.20,1,1
132,P-16-0001,P-16-0005,299,132,010.000.1508.00,"ESTRÓGENOS CONJUGADOS Y MEDROXIPROGESTERONA GRAGEA. Cada gragea contiene: EstrÓgenos conjugados de origen equino 0.625 mg. Acetato de medroxiprogesterona 2.5 mg. Envase con 28 grageas.",PREMELLE,PREMELLE,Envase,1,189.23,189.23,1,1
133,P-16-0001,P-16-0005,299,133,010.000.1541.00,"CARBETOCINA SOLUCIÓN INYECTABLE. Cada ampolleta contiene: Carbetocina 100 µg. Envase con una ampolleta.",LONACTENE,LONACTENE,Envase,1,377.25,377.25,1,1
134,P-16-0001,P-16-0005,299,134,010.000.1542.00,"OXITOCINA SOLUCIÓN INYECTABLE. Cada ampolleta contiene: Oxitocina: 5 UI Envase con 50 ampolletas con 1 ml.",GENERICO,GENERICO,Envase,1,116.36,116.36,1,1
135,P-16-0001,P-16-0005,299,135,010.000.1551.00,"ORCIPRENALINA SOLUCIÓN INYECTABLE. Cada ampolleta contiene: Sulfato de orciprenalina 0.5 mg. Envase con 3 ampolletas con 1 ml.",ALUPENT,ALUPENT,Envase,1,22.90,22.90,1,1
136,P-16-0001,P-16-0005,299,136,010.000.1552.00,"ORCIPRENALINA TABLETA. Cada tableta contiene: Sulfato de orciprenalina 20 mg. Envase con 30 tabletas.",ALUPENT,ALUPENT,Envase,1,46.61,46.61,1,1
137,P-16-0001,P-16-0005,299,137,010.000.1561.00,"METRONIDAZOL ÓVULO O TABLETA VAGINAL. Cada Óvulo o tableta contiene: Metronidazol 500 mg. Envase con 10 Óvulos o tabletas.",GENERICO,GENERICO,Envase,1,4.09,4.09,1,1
138,P-16-0001,P-16-0005,299,138,010.000.1562.00,"NITROFURAL ÓVULO. Cada Óvulo contiene: Nitrofural 6 mg. Envase con 6 Óvulos.",GENERICO,GENERICO,Envase,1,9.30,9.30,1,1
139,P-16-0001,P-16-0005,299,139,010.000.1566.00,"NISTATINA ÓVULO O TABLETA VAGINAL. Cada Óvulo o tableta contiene: Nistatina 100 000 UI Envase con 12 Óvulos o tabletas.",GENERICO,GENERICO,Envase,1,3.24,3.24,1,1
140,P-16-0001,P-16-0005,299,140,010.000.1591.00,"INMUNOGLOBULINA ANTI D SOLUCIÓN INYECTABLE. Cada frasco Ámpula o jeringa prellenada contiene: Inmunoglobulina anti D 0.300 mg. Envase con un frasco Ámpula con o sin diluyente o una jeringa o una ampolleta.",GENERICO,GENERICO,Envase,1,1499.46,1499.46,1,1
141,P-16-0001,P-16-0005,299,141,010.000.1700.00,"ÁCIDO FÓLICO TABLETA. Cada tableta contiene: Ácido fÓlico 4 mg. Envase con 90 tabletas.",GENERICO,GENERICO,Envase,1,5.45,5.45,1,1
142,P-16-0001,P-16-0005,299,142,010.000.1701.00,"FUMARATO FERROSO TABLETA. Cada tableta contiene: Fumarato ferroso 200 mg. equivalente a 65.74 mg. de hierro elemental. Envase con 50 tabletas.",GENERICO,GENERICO,Envase,1,2.42,2.42,1,1
143,P-16-0001,P-16-0005,299,143,010.000.1702.00,"FUMARATO FERROSO SUSPENSIÓN ORAL. Cada ml. contiene: Fumarato ferroso 29 mg. equivalente a 9.53 mg. de hierro elemental. Envase con 120 ml.",GENERICO,GENERICO,Envase,1,3.75,3.75,1,1
144,P-16-0001,P-16-0005,299,144,010.000.1703.00,"SULFATO FERROSO TABLETA. Cada tableta contiene: Sulfato ferroso desecado aproximadamente 200 mg. equivalente a 60.27 mg. de hierro elemental. Envase con",GENERICO,GENERICO,Envase,1,2.01,2.01,1,1
145,P-16-0001,P-16-0005,299,145,010.000.1704.00,"SULFATO FERROSO SOLUCIÓN ORAL. Cada ml. contiene: Sulfato ferroso heptahidratado 125 mg. equivalente a 25 mg. de hierro elemental. Envase gotero con 15 ml.",GENERICO,GENERICO,Envase,1,3.86,3.86,1,1
146,P-16-0001,P-16-0005,299,146,010.000.1706.00,"ÁCIDO FÓLICO TABLETA. Cada tableta contiene: Ácido fÓlico 5 mg. Envase con 20 tabletas.",GENERICO,GENERICO,Envase,1,1.21,1.21,1,1
147,P-16-0001,P-16-0005,299,147,010.000.1706.01,"ÁCIDO FÓLICO TABLETA. Cada tableta contiene: Ácido fÓlico 5 mg. Envase con 92 tabletas.",GENERICO,GENERICO,Envase,1,5.57,5.57,1,1
148,P-16-0001,P-16-0005,299,148,010.000.1708.00,"HIDROXOCOBALAMINA SOLUCIÓN INYECTABLE. Cada ampolleta o frasco Ámpula con soluciÓn o liofilizado contiene: Hidroxocobalamina 100 µg. Envase con 3",GENERICO,GENERICO,Envase,1,2.62,2.62,1,1
149,P-16-0001,P-16-0005,299,149,010.000.1711.00,"ÁCIDO FÓLICO TABLETA. Cada tableta contiene: Ácido fÓlico 0.4 mg. Envase con 90 tabletas.",GENERICO,GENERICO,Envase,1,2.42,2.42,1,1
150,P-16-0001,P-16-0005,299,150,010.000.1732.00,"FITOMENADIONA SOLUCIÓN O EMULSIÓN INYECTABLE. Cada ampolleta contiene: Fitomenadiona 2 mg. Envase con 3 ampolletas de 0.2 ml.",GENERICO,GENERICO,Envase,1,14.26,14.26,1,1
151,P-16-0001,P-16-0005,299,151,010.000.1732.01,"FITOMENADIONA SOLUCIÓN O EMULSIÓN INYECTABLE. Cada ampolleta contiene: Fitomenadiona 2 mg. Envase con 5 ampolletas de 0.2 ml.",GENERICO,GENERICO,Envase,1,23.76,23.76,1,1
152,P-16-0001,P-16-0005,299,152,010.000.1759.00,"METOTREXATO TABLETA. Cada tableta contiene: Metotrexato sÓdico equivalente a 2.5 mg. de metotrexato Envase con 50 tabletas.",GENERICO,GENERICO,Envase,1,58.47,58.47,1,1
153,P-16-0001,P-16-0005,299,153,010.000.1760.00,"METOTREXATO SOLUCIÓN INYECTABLE. Cada frasco Ámpula con liofilizado contiene: Metotrexato sÓdico equivalente a 50 mg. de metotrexato Envase con un frasco Ámpula.",GENERICO,GENERICO,Envase,1,70.83,70.83,1,1
154,P-16-0001,P-16-0005,299,154,010.000.1776.00,"METOTREXATO SOLUCIÓN INYECTABLE. Cada frasco Ámpula con liofilizado contiene: Metotrexato sÓdico equivalente a 500 mg. de metotrexato. Envase con un frasco Ámpula.",GENERICO,GENERICO,Envase,1,201.54,201.54,1,1
155,P-16-0001,P-16-0005,299,155,010.000.1903.00,"TRIMETOPRIMA-SULFAMETOXAZOL COMPRIMIDO O TABLETA. Cada comprimido o tableta contiene: Trimetoprima 80 mg. y Sulfametoxazol 400 mg. Envase con 20 comprimidos o tabletas.",GENERICO,GENERICO,Envase,1,4.30,4.30,1,1
156,P-16-0001,P-16-0005,299,156,010.000.1904.00,"TRIMETOPRIMA-SULFAMETOXAZOL SUSPENSIÓN ORAL. Cada 5 ml. contienen: Trimetoprima 40 mg. Sulfametoxazol 200 mg. Envase con 120 ml. y dosificador.",GENERICO,GENERICO,Envase,1,5.40,5.40,1,1
157,P-16-0001,P-16-0005,299,157,010.000.1911.00,"NITROFURANTOÍNA CÁPSULA. Cada cÁpsula contiene: NitrofurantoÍna 100 mg. Envase con 40 cÁpsulas.",GENERICO,GENERICO,Envase,1,21.05,21.05,1,1
158,P-16-0001,P-16-0005,299,158,010.000.1921.00,"BENCILPENICILINA SÓDICA CRISTALINA SOLUCIÓN INYECTABLE. Cada frasco Ámpula con polvo contiene: Bencilpenicilina sÓdica cristalina equivalente a 1000 000 UI de bencilpenicilina. Envase con un frasco Ámpula, con o sin 2 ml. de diluyente.",GENERICO,GENERICO,Envase,1,5.38,5.38,1,1
159,P-16-0001,P-16-0005,299,159,010.000.1923.00,"BENCILPENICILINA PROCAÍNICA CON BENCILPENICILINA CRISTALINA SUSPENSIÓN INYECTABLE. Cada frasco Ámpula con polvo contiene: Bencilpenicilina procaÍnica equivalente a 300 000 UI de bencilpenicilina cristalina equivalente a 100 000 UI de bencilpenicilina. Envase con un frasco Ámpula y 2 ml de diluyente.",GENERICO,GENERICO,Envase,1,2.28,2.28,1,1
160,P-16-0001,P-16-0005,299,160,010.000.1924.00,"BENCILPENICILINA PROCAÍNICA CON BENCILPENICILINA CRISTALINA SUSPENSIÓN INYECTABLE. Cada frasco Ámpula con polvo contiene: Bencilpenicilina procaÍnica equivalente a 600 000 UI de bencilpenicilina cristalina equivalente a 200 000 UI de bencilpenicilina. Envase con un frasco Ámpula y 2 ml. de diluyente.",GENERICO,GENERICO,Envase,1,2.29,2.29,1,1
161,P-16-0001,P-16-0005,299,161,010.000.1925.00,"BENZATINA BENCILPENICILINA SUSPENSIÓN INYECTABLE. Cada frasco Ámpula con polvo contiene: Benzatina bencilpenicilina equivalente a 1 200 000 UI de bencilpenicilina. Envase con un frasco Ámpula y 5 ml. de diluyente.",GENERICO,GENERICO,Envase,1,4.99,4.99,1,1
162,P-16-0001,P-16-0005,299,162,010.000.1926.00,"DICLOXACILINA CÁPSULA O COMPRIMIDO. Cada cÁpsula o comprimido contiene: Dicloxacilina sÓdica 500 mg. Envase con 20 cÁpsulas o comprimidos.",GENERICO,GENERICO,Envase,1,12.03,12.03,1,1
163,P-16-0001,P-16-0005,299,163,010.000.1927.00,"DICLOXACILINA SUSPENSIÓN ORAL. Cada 5 ml. contienen: Dicloxacilina sÓdica 250 mg. Envase con polvo para 60 ml. y dosificador.",GENERICO,GENERICO,Envase,1,7.23,7.23,1,1
164,P-16-0001,P-16-0005,299,164,010.000.1928.00,"DICLOXACILINA SOLUCIÓN INYECTABLE. Cada frasco Ámpula con polvo contiene: Dicloxacilina sÓdica equivalente a 250 mg. de dicloxacilina. Envase frasco Ámpula y 5 ml. de diluyente.",GENERICO,GENERICO,Envase,1,5.72,5.72,1,1
165,P-16-0001,P-16-0005,299,165,010.000.1929.00,"AMPICILINA TABLETA O CÁPSULA. Cada tableta o cÁpsula contiene: Ampicilina anhidra o ampicilina trihidratada equivalente a 500 mg. de ampicilina. Envase con 20 tabletas o cÁpsulas.",GENERICO,GENERICO,Envase,1,8.74,8.74,1,1
166,P-16-0001,P-16-0005,299,166,010.000.1930.00,"AMPICILINA SUSPENSIÓN ORAL. Cada 5 ml. contienen: Ampicilina trihidratada equivalente a 250 mg. de ampicilina. Envase con polvo para 60 ml. y dosificador.",GENERICO,GENERICO,Envase,1,5.19,5.19,1,1
167,P-16-0001,P-16-0005,299,167,010.000.1931.00,"AMPICILINA SOLUCIÓN INYECTABLE. Cada frasco Ámpula con polvo contiene: Ampicilina sÓdica equivalente a 500 mg. de ampicilina. Envase con un frasco Ámpula y 2 ml. de",GENERICO,GENERICO,Envase,1,3.37,3.37,1,1
168,P-16-0001,P-16-0005,299,168,010.000.1933.00,"BENCILPENICILINA SÓDICA CRISTALINA SOLUCIÓN INYECTABLE. Cada frasco Ámpula con polvo contiene: Bencilpenicilina sÓdica cristalina equivalente a 5 000 000 UI de bencilpenicilina. Envase con un frasco Ámpula.",GENERICO,GENERICO,Envase,1,12.10,12.10,1,1
169,P-16-0001,P-16-0005,299,169,010.000.1935.00,"CEFOTAXIMA SOLUCIÓN INYECTABLE. Cada frasco Ámpula con polvo contiene: Cefotaxima sÓdica equivalente a 1 g. de cefotaxima. Envase con un frasco Ámpula y 4 ml. de",GENERICO,GENERICO,Envase,1,6.48,6.48,1,1
170,P-16-0001,P-16-0005,299,170,010.000.1937.00,"CEFTRIAXONA SOLUCIÓN INYECTABLE. Cada frasco Ámpula con polvo contiene: Ceftriaxona sÓdica equivalente a 1 g. de ceftriaxona. Envase con un frasco Ámpula y 10 ml. de",GENERICO,GENERICO,Envase,1,8.66,8.66,1,1
171,P-16-0001,P-16-0005,299,171,010.000.1938.00,"BENCILPENICILINA BENZATÍNICA COMPUESTA SUSPENSIÓN INYECTABLE. Cada frasco Ámpula con polvo contiene: Benzatina bencilpenicilina equivalente a 600 000 UI de bencilpenicilina procaÍnica equivalente a 300 000 UI de bencilpenicilina a cristalina equivalente a 300 000 UI de bencilpenicilina Envase con un frasco Ámpula y diluyente con 3 ml.",GENERICO,GENERICO,Envase,1,5.46,5.46,1,1
172,P-16-0001,P-16-0005,299,172,010.000.1939.00,"CEFALEXINA TABLETA O CÁPSULA. Cada tableta o cÁpsula contiene: Cefalexina monohidratada equivalente a 500 mg. de cefalexina. Envase con 20 tabletas o cÁpsulas.",GENERICO,GENERICO,Envase,1,15.18,15.18,1,1
173,P-16-0001,P-16-0005,299,173,010.000.1940.00,"DOXICICLINA CÁPSULA O TABLETA. Cada cÁpsula o tableta contiene: Hiclato de doxiciclina equivalente a 100 mg. de doxiciclina. Envase con 10 cÁpsulas o tabletas.",GENERICO,GENERICO,Envase,1,20.03,20.03,1,1
174,P-16-0001,P-16-0005,299,174,010.000.1941.00,"DOXICICLINA CÁPSULA O TABLETA. Cada cÁpsula o tableta contiene: Hiclato de doxiciclina equivalente a 50 mg. de doxiciclina. Envase con 28 cÁpsulas o tabletas.",ROXIDOLIN,ROXIDOLIN,Envase,1,197.70,197.70,1,1
175,P-16-0001,P-16-0005,299,175,010.000.1951.00,"KANAMICINA SOLUCIÓN INYECTABLE. Cada frasco Ámpula contiene: Sulfato de kanamicina 1 g. Envase con un frasco Ámpula.",GENERICO,GENERICO,Envase,1,48.92,48.92,1,1
176,P-16-0001,P-16-0005,299,176,010.000.1954.00,"GENTAMICINA SOLUCIÓN INYECTABLE. Cada ampolleta contiene: Sulfato de gentamicina equivalente a 80 mg. de gentamicina. Envase con ampolleta con 2 ml.",GENERICO,GENERICO,Envase,1,2.41,2.41,1,1
177,P-16-0001,P-16-0005,299,177,010.000.1955.00,"GENTAMICINA SOLUCIÓN INYECTABLE. Cada ampolleta contiene: Sulfato de gentamicina equivalente a 20 mg. de gentamicina base. Envase con ampolleta con 2 ml.",GENERICO,GENERICO,Envase,1,4.05,4.05,1,1
178,P-16-0001,P-16-0005,299,178,010.000.1956.00,"AMIKACINA SOLUCIÓN INYECTABLE. Cada ampolleta o frasco Ámpula contiene: Sulfato de amikacina equivalente a 500 mg. de amikacina. Envase con 1 ampolleta o frasco Ámpula con 2 ml.",GENERICO,GENERICO,Envase,1,2.38,2.38,1,1
179,P-16-0001,P-16-0005,299,179,010.000.1956.01,"AMIKACINA SOLUCIÓN INYECTABLE. Cada ampolleta o frasco Ámpula contiene: Sulfato de amikacina equivalente a 500 mg. de amikacina. Envase con 2 ampolletas o frasco Ámpula con 2 ml.",GENERICO,GENERICO,Envase,1,4.76,4.76,1,1
180,P-16-0001,P-16-0005,299,180,010.000.1957.00,"AMIKACINA SOLUCIÓN INYECTABLE. Cada ampolleta o frasco Ámpula contiene: Sulfato de amikacina equivalente a 100 mg. de amikacina. Envase con 1 ampolleta o frasco Ámpula con 2 ml.",GENERICO,GENERICO,Envase,1,2.28,2.28,1,1
181,P-16-0001,P-16-0005,299,181,010.000.1957.01,"AMIKACINA SOLUCIÓN INYECTABLE. Cada ampolleta o frasco Ámpula contiene: Sulfato de amikacina equivalente a 100 mg. de amikacina. Envase con 2 ampolletas o frasco Ámpula con 2 ml",GENERICO,GENERICO,Envase,1,4.56,4.56,1,1
182,P-16-0001,P-16-0005,299,182,010.000.1969.01,"AZITROMICINA TABLETA. Cada tableta contiene: Azitromicina dihidratada equivalente a 500 mg. de azitromicina Envase con 4 tabletas.",CRAZTRONIN,CRAZTRONIN,Envase,1,15.00,15.00,1,1
183,P-16-0001,P-16-0005,299,183,010.000.1971.00,"ERITROMICINA CÁPSULA O TABLETA. Cada cÁpsula o tableta contiene: Estearato de eritromicina equivalente a 500 mg. de eritromicina. Envase con 20 cÁpsulas o tabletas.",GENERICO,GENERICO,Envase,1,21.39,21.39,1,1
184,P-16-0001,P-16-0005,299,184,010.000.1972.00,"ERITROMICINA SUSPENSIÓN ORAL. Cada 5 ml. contienen: Estearato o etilsuccinato o estolato de eritromicina equivalente a 250 mg. de eritromicina. Envase con polvo",GENERICO,GENERICO,Envase,1,21.72,21.72,1,1
185,P-16-0001,P-16-0005,299,185,010.000.1973.00,"CLINDAMICINA SOLUCIÓN INYECTABLE. Cada ampolleta contiene: Fosfato de clindamicina equivalente a 300 mg. de clindamicina. Envase ampolleta con 2 ml.",GENERICO,GENERICO,Envase,1,2.78,2.78,1,1
186,P-16-0001,P-16-0005,299,186,010.000.1976.00,"CLINDAMICINA SOLUCIÓN INYECTABLE. Cada frasco contiene: Fosfato de clindamicina equivalente a 900 mg. de clindamicina. Envase con 50 ml.",DALACIN,DALACIN,Envase,1,225.19,225.19,1,1
187,P-16-0001,P-16-0005,299,187,010.000.1981.00,"TETRACICLINA TABLETA O CÁPSULA. Cada tableta o cÁpsula contiene: Clorhidrato de tetraciclina 250 mg. Envase con 10 tabletas o cÁpsulas.",GENERICO,GENERICO,Envase,1,3.01,3.01,1,1
188,P-16-0001,P-16-0005,299,188,010.000.1991.00,"CLORANFENICOL CÁPSULA. Cada cÁpsula contiene: Cloranfenicol 500 mg. Envase con 20 cÁpsulas.",GENERICO,GENERICO,Envase,1,25.59,25.59,1,1
189,P-16-0001,P-16-0005,299,189,010.000.2016.00,"KETOCONAZOL TABLETA. Cada tableta contiene: Ketoconazol 200 mg. Envase con 10 tabletas.",GENERICO,GENERICO,Envase,1,5.88,5.88,1,1
190,P-16-0001,P-16-0005,299,190,010.000.2018.00,"ITRACONAZOL CÁPSULA. Cada cÁpsula contiene: Itraconazol 100 mg. Envase con 15 cÁpsulas.",GENERICO,GENERICO,Envase,1,19.40,19.40,1,1
191,P-16-0001,P-16-0005,299,191,010.000.2024.00,"ISOCONAZOL CREMA. Cada 100 gramos contiene: Nitrato de isoconazol 1g. Envase con 20 g.",GENERICO,GENERICO,Envase,1,18.67,18.67,1,1
192,P-16-0001,P-16-0005,299,192,010.000.2030.00,"CLOROQUINA TABLETA. Cada tableta contiene: Fosfato de cloroquina equivalente a 150 mg. de cloroquina. Envase con 1 000 tabletas.",GENERICO,GENERICO,Envase,1,211.86,211.86,1,1
193,P-16-0001,P-16-0005,299,193,010.000.2031.00,"PRIMAQUINA TABLETA. Cada tableta contiene: Fosfato de primaquina equivalente a 5 mg. de primaquina. Envase con 20 tabletas.",GENERICO,GENERICO,Envase,1,36.19,36.19,1,1
194,P-16-0001,P-16-0005,299,194,010.000.2032.00,"PRIMAQUINA TABLETA. Cada tableta contiene: Fosfato de primaquina equivalente a 15 mg. de primaquina. Envase con 20 tabletas.",GENERICO,GENERICO,Envase,1,25.26,25.26,1,1
195,P-16-0001,P-16-0005,299,195,010.000.2040.00,"PRAZICUANTEL TABLETA. Cada tableta contiene: Prazicuantel 600 mg. Envase con 25 tabletas",GENERICO,GENERICO,Envase,1,905.87,905.87,1,1
196,P-16-0001,P-16-0005,299,196,010.000.2101.00,"CLONIDINA COMPRIMIDO. Cada comprimido contiene: Clorhidrato de clonidina 0.1 mg. Envase con 30 comprimidos.",CATAPRESAN,CATAPRESAN,Envase,1,245.22,245.22,1,1
197,P-16-0001,P-16-0005,299,197,010.000.2111.01,"AMLODIPINO TABLETA O CÁPSULA. Cada tableta o cÁpsula contiene: Besilato o Maleato de amlodipino equivalente a 5 mg de amlodipino. Envase con 30 tabletas o cÁpsulas.",GENERICO,GENERICO,Envase,1,6.62,6.62,1,1
198,P-16-0001,P-16-0005,299,198,010.000.2116.00,"HIDRALAZINA SOLUCIÓN INYECTABLE. Cada ampolleta contiene: Clorhidrato de hidralazina 10 mg. Envase con 5 ampolletas con 1.0 ml.",GENERICO,GENERICO,Envase,1,296.94,296.94,1,1
