clues,clues_nombre,jurisdiccion,municipio,localidad,tipologia,empresa_clave,tipo_clues,empresa_nombre,director_unidad,administrador,encargado_almacen,coordinador_comision_abasto,lugar_entrega
CSSSA000424,LIBERTAD EL PAJAL,4,ANGEL ALBINO CORZO,LIBERTAD DEL PAJAL,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA000436,NUEVA INDEPENDENCIA,4,ANGEL ALBINO CORZO,NUEVA INDEPENDENCIA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA000441,SALVADOR URBINA,4,ANGEL ALBINO CORZO,SALVADOR URBINA,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA000465,ARRIAGA,8,ARRIAGA,ARRIAGA,"URBANO DE 06 NÚCLEOS BÁSICOS
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA000470,LAS ARENAS,8,ARRIAGA,LAS ARENAS,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA000482,LA AZTECA,8,ARRIAGA,AZTECA (LA PUNTA),"RURAL DE 02 NÚCLEOS BÁSICOS
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA000494,COL. 5 DE FEBRERO (CALERA),8,ARRIAGA,5 DE FEBRERO,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA000506,PESQUERÍA LA GLORIA,8,ARRIAGA,LA GLORIA,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA000511,LÁZARO CÁRDENAS,8,ARRIAGA,LÁZARO CÁRDENAS,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA000523,PESQUERÍA LA LÍNEA,8,ARRIAGA,LA LÍNEA,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA000535,NICOLÁS BRAVO,8,ARRIAGA,NICOLÁS BRAVO (EL HONDO),"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA000540,EL FORTÍN,8,PIJIJIAPAN,EL FORTÍN,"UNIDAD MÓVIL
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA000552,AGRÍCOLA 20 DE NOVIEMBRE ( LA MICA),8,ARRIAGA,AGRÍCOLA VEINTE DE NOVIEMBRE,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA000564,EL CERCADILLO,10,BEJUCAL DE OCAMPO,EL CERCADILLO,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA000581,BELLAVISTA,10,BELLA VISTA,BELLA VISTA,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA000593,CHEMIC,10,BELLA VISTA,CHEMIC,"UNIDAD MÓVIL
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA000605,LAS NUBES,10,BELLA VISTA,LAS NUBES,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA000610,NUEVO PACAYAL,10,BELLA VISTA,NUEVO PACAYAL,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA000622,SAN JOSÉ CHICHARRAS,10,BELLA VISTA,SAN JOSÉ LAS CHICHARRAS,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA000634,LAS CHICHARRAS,10,BELLA VISTA,LAS CHICHARRAS,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA000646,OJO DE AGUA CÁRDENAS,10,BELLA VISTA,CÁRDENAS OJO DE AGUA,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA000651,BERRIOZÁBAL,1,BERRIOZÁBAL,BERRIOZÁBAL,"URBANO DE 03 NÚCLEOS BÁSICOS
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA000663,EFRAÍN A. GUTIÉRREZ,1,BERRIOZÁBAL,EFRAÍN A. GUTIÉRREZ,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA000675,IGNACIO ZARAGOZA,1,BERRIOZÁBAL,IGNACIO ZARAGOZA,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA000680,SAN MARTÍN,1,BERRIOZÁBAL,SAN MARTÍN,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA000692,CONGREGACIÓN AMENDU,1,BERRIOZÁBAL,AMENDU,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA000704,TIERRA Y LIBERTAD,1,BERRIOZÁBAL,TIERRA Y LIBERTAD,"UNIDAD MÓVIL
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA000716,SANTA CRUZ NIHO,5,BOCHIL,SANTA CRUZ NIHO,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA000733,EMILIANO ZAPATA,5,BOCHIL,EMILIANO ZAPATA,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA000745,EL BOSQUE,5,EL BOSQUE,EL BOSQUE,"RURAL DE 02 NÚCLEOS BÁSICOS
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA000750,CHAVAJEVAL,5,EL BOSQUE,CHABAJEBAL,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA000762,LAS DELICIAS,5,EL BOSQUE,LAS DELICIAS,"UNIDAD MÓVIL
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA000774,CACAHOATÁN,7,CACAHOATÁN,CACAHOATÁN,"RURAL DE 03 NÚCLEOS BÁSICOS Y MÁS
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA000786,MIXCUM,7,CACAHOATÁN,MIXCUM,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA000791,PLAYAS DE CATAZAJÁ,6,CATAZAJÁ,CATAZAJÁ,"CENTRO DE SALUD CON HOSPITALIZACIÓN
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA000803,BOCA DEL RÍO CHICO,6,CATAZAJÁ,BOCA DEL RÍO CHICO,"UNIDAD MÓVIL
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA000815,CASA DE SALUD LA TUZA,6,CATAZAJÁ,LA TUZA (MACEO),"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA000820,C.S. VILLA FRACCIONAMIENTO EL ROSARIO,6,CATAZAJÁ,EL ROSARIO,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA000844,CINTALAPA,1,CINTALAPA,CINTALAPA DE FIGUEROA,"URBANO DE 01 NÚCLEOS BÁSICOS
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA000861,FCO. I. MADERO,1,CINTALAPA,FRANCISCO I. MADERO,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA000873,LIC. GUSTAVO DÍAZ ORDAZ,1,CINTALAPA,NO ESPECIFICADO,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA000885,CS. 1 NUEVA TENOCHTITLAN,1,CINTALAPA,NUEVA TENOCHTITLÁN (RIZO DE ORO),"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA000890,POMPOSO CASTELLANOS,1,CINTALAPA,POMPOSO CASTELLANOS,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA000902,ELOY BORRAS AGUILAR,1,CINTALAPA,INGENIERO ELOY BORRAS AGUILAR,"UNIDAD MÓVIL
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA000914,VISTAHERMOSA,1,CINTALAPA,VISTA HERMOSA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA000926,UNIDAD MODELO,1,CINTALAPA,UNIDAD MODELO,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA000931,PIMIENTA BERLÍN,1,CINTALAPA,PIMIENTA BERLÍN,"UNIDAD MÓVIL
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA000943,SAN MARCOS,1,CINTALAPA,SAN MARCOS,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA000955,GUAMÚCHIL,1,CINTALAPA,EL GUAMÚCHIL,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA000960,BENITO JUÁREZ II,1,CINTALAPA,NO ESPECIFICADO,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA000972,EMILIANO ZAPATA,1,CINTALAPA,EMILIANO ZAPATA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA000996,RIBERA LLANO GRANDE,1,COAPILLA,LLANO GRANDE,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001001,LIC. BUENAVISTA MATA SANOS,1,COAPILLA,BUENAVISTA (MATASANOS),"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001013,JOSÉ MARÍA MORELOS Y PAVÓN,1,COAPILLA,JOSÉ MARÍA MORELOS Y PAVÓN,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001025,MORELIA,1,COAPILLA,MORELIA,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001042,COMITÁN DE DOMÍNGUEZ,3,COMITÁN DE DOMÍNGUEZ,COMITÁN DE DOMÍNGUEZ,"URBANO DE 12 NÚCLEOS BÁSICOS Y MÁS
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001054,CAJCAM,3,COMITÁN DE DOMÍNGUEZ,CAJCAM,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001066,CHICHIMA CHACALJEMEL,3,COMITÁN DE DOMÍNGUEZ,CHICHIMÁ SABINAL,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001071,HIDALGO,3,COMITÁN DE DOMÍNGUEZ,HIDALGO,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001083,JUZNAJAB LA LAGUNA,3,COMITÁN DE DOMÍNGUEZ,JUZNAJAB LA LAGUNA,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001095,LAGUNA LARGA,3,COMITÁN DE DOMÍNGUEZ,LAGUNA LARGA,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001100,SAN ANTONIO OGOTZIL,3,COMITÁN DE DOMÍNGUEZ,SAN ANTONIO OGOTZIL,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001112,PRIMERO DE MAYO,3,COMITÁN DE DOMÍNGUEZ,PRIMERO DE MAYO,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001124,QUIJA,3,COMITÁN DE DOMÍNGUEZ,QUIJA,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001136,SAN JOSÉ YOCNAJAB,3,COMITÁN DE DOMÍNGUEZ,SAN JOSÉ YOCNAJAB,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001165,GUADALUPE PALMIRA,3,COMITÁN DE DOMÍNGUEZ,GUADALUPE PALMIRA,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001170,STA. ROSALÍA,3,COMITÁN DE DOMÍNGUEZ,SANTA ROSALÍA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001182,NUEVA CONCORDIA,4,LA CONCORDIA,LA CONCORDIA,"CENTRO DE SALUD CON HOSPITALIZACIÓN
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001194,BENITO JUÁREZ,4,LA CONCORDIA,BENITO JUÁREZ,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001206,CUXTEPEQUES,4,LA CONCORDIA,CUSTEPEC,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001211,DOLORES JALTENANGO,4,LA CONCORDIA,DOLORES JALTENANGO,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001223,GUADALUPE VICTORIA,4,LA CONCORDIA,GUADALUPE VICTORIA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001235,NIÑOS HÉROES,4,LA CONCORDIA,NIÑOS HÉROES,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001240,AGUA PRIETA,4,LA CONCORDIA,PLAN DE AGUA PRIETA,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001252,REFORMA,4,LA CONCORDIA,REFORMA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001264,LAS TORONJAS,4,LA CONCORDIA,LAS TORONJAS,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001276,DIAMANTE DE ECHEVERRÍA,4,LA CONCORDIA,DIAMANTE DE ECHEVERRÍA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001281,EL ÁMBAR DE ECHEVERRÍA,4,LA CONCORDIA,EL ÁMBAR (EL ÁMBAR DE ECHEVERRÍA),"RURAL DE 02 NÚCLEOS BÁSICOS
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001293,PLAN DE LA LIBERTAD,4,LA CONCORDIA,PLAN DE LA LIBERTAD,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001305,SAN FRANCISCO,4,LA CONCORDIA,SAN FRANCISCO,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001322,COPAINALÁ,1,COPAINALÁ,COPAINALÁ,"CENTRO DE SALUD CON HOSPITALIZACIÓN
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001334,CAMPECHE,1,COPAINALÁ,CAMPECHE,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001346,FRANCISCO SARABIA,1,COPAINALÁ,FRANCISCO SARABIA,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001351,MIGUEL HIDALGO (ZACALAPA),1,COPAINALÁ,MIGUEL HIDALGO (ZACALAPA),"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001363,AGUSTÍN DE ITURBIDE,1,COPAINALÁ,AGUSTÍN DE ITURBIDE,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001375,BENITO JUÁREZ,1,COPAINALÁ,BENITO JUÁREZ,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001380,LÁZARO CÁRDENAS,1,COPAINALÁ,LÁZARO CÁRDENAS,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001416,MATERNIDAD CHAMULA,2,CHAMULA,CHAMULA,"CLÍNICA DE ESPECIALIDADES
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001421,CRUZ QUEMADA,2,CHAMULA,CRUZ QUEMADA,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001433,ICALUMTIC,2,CHAMULA,ICALUMTIC,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001445,JOMALHO,2,CHAMULA,JOMALHO,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001450,RANCHO NARVÁEZ,2,CHAMULA,NARVÁEZ,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001462,ROMERILLO,2,CHAMULA,ROMERILLO,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001474,SACLAMANTÓN,2,CHAMULA,SACLAMANTÓN,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001491,CRUZ CHOT,2,CHAMULA,CRUZ CHOT,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001503,NICHÉN,2,CHAMULA,NICHÉN,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001515,JOLNAJOLTIC,2,CHAMULA,JOLNAJOJTIC,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001520,MAJOMUT,2,CHAMULA,MAJOMUT,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001532,CHANAL,2,CHANAL,CHANAL,"CENTRO DE SALUD CON HOSPITALIZACIÓN
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001556,CENTRO VALTIERRA,5,CHAPULTENANGO,VALTIERRA CENTRO,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001561,CHENALHÓ,2,CHENALHÓ,CHENALHÓ,"RURAL DE 02 NÚCLEOS BÁSICOS
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001573,BELISARIO DOMÍNGUEZ,2,CHENALHÓ,BELISARIO DOMÍNGUEZ,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001585,CHIMIX DOS,2,CHENALHÓ,CHIMIX DOS,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001602,COLONIA PUEBLA,2,CHENALHÓ,PUEBLA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001614,YABTECLUM PUEBLO NUEVO,2,CHENALHÓ,YABTECLUM (PUEBLO VIEJO),"CENTRO DE SALUD CON HOSPITALIZACIÓN
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001626,CHIAPA DE CORZO,1,CHIAPA DE CORZO,CHIAPA DE CORZO,"URBANO DE 05 NÚCLEOS BÁSICOS
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001631,RIBERA EL AMATAL,1,CHIAPA DE CORZO,AMATAL,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001643,RIBERA DE CUPÍA,1,CHIAPA DE CORZO,RIBERA CUPÍA (LA MESA),"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001655,JUAN DE GRIJALVA,1,CHIAPA DE CORZO,JUAN DEL GRIJALVA,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001660,MIGUEL HIDALGO,1,CHIAPA DE CORZO,MIGUEL HIDALGO,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001672,NARCISO MENDOZA,1,CHIAPA DE CORZO,NARCISO MENDOZA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001684,PASO ACHIOTE,1,CHIAPA DE CORZO,PASO ACHIOTE,"UNIDAD MÓVIL
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001696,VENUSTIANO CARRANZA,1,CHIAPA DE CORZO,VENUSTIANO CARRANZA,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001701,DR. MANUEL VELASCO SUÁREZ,1,CHIAPA DE CORZO,DOCTOR MANUEL VELASCO SUÁREZ,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA001725,CHICOMUSELO,3,CHICOMUSELO,CHICOMUSELO,"RURAL DE 02 NÚCLEOS BÁSICOS
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
